Participant,Age,Language,Ethnicity,Gender,Evaluation.Type,Condition,Profile Number,Order,Text,Liking,Attention Check,MR1,MR2,MR3,MR4,MR5,MR6,MR7,MR8,MR9,MR10,MR11,MR12,MR13,MR14,MR15,MR16,MR17,MR18,MR19,MR20,MR.Composite
109,47,English,White,Male,Actual,Maximize,9,Order2,,4,,7,6,5,3,6,6,6,6,4,3,4,5,4,7,2,4,5,7,4,6,5.3
110,29,English,White,Male,Actual,Control,11,Order2,,7,,5,6,6,4,4,3,5,2,3,4,5,3,2,5,2,3,5,5,2,5,4.65
110,29,English,White,Male,Actual,Maximize,4,Order2,,4,,5,6,6,4,4,3,5,2,3,4,5,3,2,5,2,3,5,5,2,5,4.65
110,29,English,White,Male,Actual,Maximize,6,Order2,,7,,5,6,6,4,4,3,5,2,3,4,5,3,2,5,2,3,5,5,2,5,4.65
110,29,English,White,Male,Actual,Maximize,12,Order2,,5,,5,6,6,4,4,3,5,2,3,4,5,3,2,5,2,3,5,5,2,5,4.65
110,29,English,White,Male,Actual,Control,5,Order2,,5,,5,6,6,4,4,3,5,2,3,4,5,3,2,5,2,3,5,5,2,5,4.65
110,29,English,White,Male,Actual,Maximize,7,Order2,,6,,5,6,6,4,4,3,5,2,3,4,5,3,2,5,2,3,5,5,2,5,4.65
110,29,English,White,Male,Actual,Maximize,15,Order2,,6,,5,6,6,4,4,3,5,2,3,4,5,3,2,5,2,3,5,5,2,5,4.65
110,29,English,White,Male,Actual,Maximize,2,Order2,,5,,5,6,6,4,4,3,5,2,3,4,5,3,2,5,2,3,5,5,2,5,4.65
110,29,English,White,Male,Actual,Control,18,Order2,,2,,5,6,6,4,4,3,5,2,3,4,5,3,2,5,2,3,5,5,2,5,4.65
110,29,English,White,Male,Actual,Control,13,Order2,,5,,5,6,6,4,4,3,5,2,3,4,5,3,2,5,2,3,5,5,2,5,4.65
110,29,English,White,Male,Actual,Control,10,Order2,,6,,5,6,6,4,4,3,5,2,3,4,5,3,2,5,2,3,5,5,2,5,4.65
110,29,English,White,Male,Actual,Control,8,Order2,,6,,5,6,6,4,4,3,5,2,3,4,5,3,2,5,2,3,5,5,2,5,4.65
110,29,English,White,Male,Actual,Control,14,Order2,,5,,5,6,6,4,4,3,5,2,3,4,5,3,2,5,2,3,5,5,2,5,4.65
110,29,English,White,Male,Actual,Maximize,1,Order2,,6,,5,6,6,4,4,3,5,2,3,4,5,3,2,5,2,3,5,5,2,5,4.65
110,29,English,White,Male,Actual,Control,16,Order2,,4,,5,6,6,4,4,3,5,2,3,4,5,3,2,5,2,3,5,5,2,5,4.65
110,29,English,White,Male,Actual,Control,17,Order2,,3,,5,6,6,4,4,3,5,2,3,4,5,3,2,5,2,3,5,5,2,5,4.65
110,29,English,White,Male,Actual,Control,3,Order2,,5,,5,6,6,4,4,3,5,2,3,4,5,3,2,5,2,3,5,5,2,5,4.65
110,29,English,White,Male,Actual,Maximize,9,Order2,,5,,5,6,6,4,4,3,5,2,3,4,5,3,2,5,2,3,5,5,2,5,4.65
111,54,English,Black,Female,Actual,Control,11,Order2,,6,,7,4,3,7,1,6,1,4,6,4,1,1,2,5,4,2,2,3,4,4,3.25
111,54,English,Black,Female,Actual,Maximize,4,Order2,,7,,7,4,3,7,1,6,1,4,6,4,1,1,2,5,4,2,2,3,4,4,3.25
111,54,English,Black,Female,Actual,Maximize,6,Order2,,6,,7,4,3,7,1,6,1,4,6,4,1,1,2,5,4,2,2,3,4,4,3.25
111,54,English,Black,Female,Actual,Maximize,12,Order2,,4,,7,4,3,7,1,6,1,4,6,4,1,1,2,5,4,2,2,3,4,4,3.25
111,54,English,Black,Female,Actual,Control,5,Order2,,6,,7,4,3,7,1,6,1,4,6,4,1,1,2,5,4,2,2,3,4,4,3.25
111,54,English,Black,Female,Actual,Maximize,7,Order2,,7,,7,4,3,7,1,6,1,4,6,4,1,1,2,5,4,2,2,3,4,4,3.25
111,54,English,Black,Female,Actual,Maximize,15,Order2,,7,,7,4,3,7,1,6,1,4,6,4,1,1,2,5,4,2,2,3,4,4,3.25
111,54,English,Black,Female,Actual,Maximize,2,Order2,,7,,7,4,3,7,1,6,1,4,6,4,1,1,2,5,4,2,2,3,4,4,3.25
111,54,English,Black,Female,Actual,Control,18,Order2,,1,,7,4,3,7,1,6,1,4,6,4,1,1,2,5,4,2,2,3,4,4,3.25
111,54,English,Black,Female,Actual,Control,13,Order2,,7,,7,4,3,7,1,6,1,4,6,4,1,1,2,5,4,2,2,3,4,4,3.25
111,54,English,Black,Female,Actual,Control,10,Order2,,7,,7,4,3,7,1,6,1,4,6,4,1,1,2,5,4,2,2,3,4,4,3.25
111,54,English,Black,Female,Actual,Control,8,Order2,,7,,7,4,3,7,1,6,1,4,6,4,1,1,2,5,4,2,2,3,4,4,3.25
111,54,English,Black,Female,Actual,Control,14,Order2,,7,,7,4,3,7,1,6,1,4,6,4,1,1,2,5,4,2,2,3,4,4,3.25
111,54,English,Black,Female,Actual,Maximize,1,Order2,,6,,7,4,3,7,1,6,1,4,6,4,1,1,2,5,4,2,2,3,4,4,3.25
111,54,English,Black,Female,Actual,Control,16,Order2,,5,,7,4,3,7,1,6,1,4,6,4,1,1,2,5,4,2,2,3,4,4,3.25
111,54,English,Black,Female,Actual,Control,17,Order2,,6,,7,4,3,7,1,6,1,4,6,4,1,1,2,5,4,2,2,3,4,4,3.25
111,54,English,Black,Female,Actual,Control,3,Order2,,5,,7,4,3,7,1,6,1,4,6,4,1,1,2,5,4,2,2,3,4,4,3.25
111,54,English,Black,Female,Actual,Maximize,9,Order2,,4,,7,4,3,7,1,6,1,4,6,4,1,1,2,5,4,2,2,3,4,4,3.25
112,23,Vietnamese,Asian,Female,Actual,Control,11,Order2,,6,,7,4,5,3,4,5,6,5,4,5,5,6,5,5,2,5,5,5,2,6,5.1
112,23,Vietnamese,Asian,Female,Actual,Maximize,4,Order2,,7,,7,4,5,3,4,5,6,5,4,5,5,6,5,5,2,5,5,5,2,6,5.1
112,23,Vietnamese,Asian,Female,Actual,Maximize,6,Order2,,7,,7,4,5,3,4,5,6,5,4,5,5,6,5,5,2,5,5,5,2,6,5.1
112,23,Vietnamese,Asian,Female,Actual,Maximize,12,Order2,,5,,7,4,5,3,4,5,6,5,4,5,5,6,5,5,2,5,5,5,2,6,5.1
112,23,Vietnamese,Asian,Female,Actual,Control,5,Order2,,5,,7,4,5,3,4,5,6,5,4,5,5,6,5,5,2,5,5,5,2,6,5.1
112,23,Vietnamese,Asian,Female,Actual,Maximize,7,Order2,,7,,7,4,5,3,4,5,6,5,4,5,5,6,5,5,2,5,5,5,2,6,5.1
112,23,Vietnamese,Asian,Female,Actual,Maximize,15,Order2,,5,,7,4,5,3,4,5,6,5,4,5,5,6,5,5,2,5,5,5,2,6,5.1
112,23,Vietnamese,Asian,Female,Actual,Maximize,2,Order2,,6,,7,4,5,3,4,5,6,5,4,5,5,6,5,5,2,5,5,5,2,6,5.1
112,23,Vietnamese,Asian,Female,Actual,Control,18,Order2,,4,,7,4,5,3,4,5,6,5,4,5,5,6,5,5,2,5,5,5,2,6,5.1
112,23,Vietnamese,Asian,Female,Actual,Control,13,Order2,,5,,7,4,5,3,4,5,6,5,4,5,5,6,5,5,2,5,5,5,2,6,5.1
112,23,Vietnamese,Asian,Female,Actual,Control,10,Order2,,4,,7,4,5,3,4,5,6,5,4,5,5,6,5,5,2,5,5,5,2,6,5.1
112,23,Vietnamese,Asian,Female,Actual,Control,8,Order2,,4,,7,4,5,3,4,5,6,5,4,5,5,6,5,5,2,5,5,5,2,6,5.1
112,23,Vietnamese,Asian,Female,Actual,Control,14,Order2,,4,,7,4,5,3,4,5,6,5,4,5,5,6,5,5,2,5,5,5,2,6,5.1
112,23,Vietnamese,Asian,Female,Actual,Maximize,1,Order2,,5,,7,4,5,3,4,5,6,5,4,5,5,6,5,5,2,5,5,5,2,6,5.1
112,23,Vietnamese,Asian,Female,Actual,Control,16,Order2,,5,,7,4,5,3,4,5,6,5,4,5,5,6,5,5,2,5,5,5,2,6,5.1
112,23,Vietnamese,Asian,Female,Actual,Control,17,Order2,,5,,7,4,5,3,4,5,6,5,4,5,5,6,5,5,2,5,5,5,2,6,5.1
112,23,Vietnamese,Asian,Female,Actual,Control,3,Order2,,6,,7,4,5,3,4,5,6,5,4,5,5,6,5,5,2,5,5,5,2,6,5.1
112,23,Vietnamese,Asian,Female,Actual,Maximize,9,Order2,,4,,7,4,5,3,4,5,6,5,4,5,5,6,5,5,2,5,5,5,2,6,5.1
113,29,English,White,Male,Actual,Control,11,Order2,,5,,5,4,5,4,5,6,5,4,3,4,5,4,3,4,5,5,3,4,4,5,4.45
113,29,English,White,Male,Actual,Maximize,4,Order2,,4,,5,4,5,4,5,6,5,4,3,4,5,4,3,4,5,5,3,4,4,5,4.45
113,29,English,White,Male,Actual,Maximize,6,Order2,,6,,5,4,5,4,5,6,5,4,3,4,5,4,3,4,5,5,3,4,4,5,4.45
113,29,English,White,Male,Actual,Maximize,12,Order2,,5,,5,4,5,4,5,6,5,4,3,4,5,4,3,4,5,5,3,4,4,5,4.45
113,29,English,White,Male,Actual,Control,5,Order2,,3,,5,4,5,4,5,6,5,4,3,4,5,4,3,4,5,5,3,4,4,5,4.45
113,29,English,White,Male,Actual,Maximize,7,Order2,,4,,5,4,5,4,5,6,5,4,3,4,5,4,3,4,5,5,3,4,4,5,4.45
113,29,English,White,Male,Actual,Maximize,15,Order2,,5,,5,4,5,4,5,6,5,4,3,4,5,4,3,4,5,5,3,4,4,5,4.45
113,29,English,White,Male,Actual,Maximize,2,Order2,,6,,5,4,5,4,5,6,5,4,3,4,5,4,3,4,5,5,3,4,4,5,4.45
113,29,English,White,Male,Actual,Control,18,Order2,,4,,5,4,5,4,5,6,5,4,3,4,5,4,3,4,5,5,3,4,4,5,4.45
113,29,English,White,Male,Actual,Control,13,Order2,,5,,5,4,5,4,5,6,5,4,3,4,5,4,3,4,5,5,3,4,4,5,4.45
113,29,English,White,Male,Actual,Control,10,Order2,,6,,5,4,5,4,5,6,5,4,3,4,5,4,3,4,5,5,3,4,4,5,4.45
113,29,English,White,Male,Actual,Control,8,Order2,,4,,5,4,5,4,5,6,5,4,3,4,5,4,3,4,5,5,3,4,4,5,4.45
113,29,English,White,Male,Actual,Control,14,Order2,,5,,5,4,5,4,5,6,5,4,3,4,5,4,3,4,5,5,3,4,4,5,4.45
113,29,English,White,Male,Actual,Maximize,1,Order2,,5,,5,4,5,4,5,6,5,4,3,4,5,4,3,4,5,5,3,4,4,5,4.45
113,29,English,White,Male,Actual,Control,16,Order2,,6,,5,4,5,4,5,6,5,4,3,4,5,4,3,4,5,5,3,4,4,5,4.45
113,29,English,White,Male,Actual,Control,17,Order2,,5,,5,4,5,4,5,6,5,4,3,4,5,4,3,4,5,5,3,4,4,5,4.45
113,29,English,White,Male,Actual,Control,3,Order2,,6,,5,4,5,4,5,6,5,4,3,4,5,4,3,4,5,5,3,4,4,5,4.45
113,29,English,White,Male,Actual,Maximize,9,Order2,,5,,5,4,5,4,5,6,5,4,3,4,5,4,3,4,5,5,3,4,4,5,4.45
114,32,English,White,Male,Actual,Control,11,Order2,,5,,6,6,5,4,4,5,5,5,4,4,5,4,4,6,3,5,5,6,3,6,4.95
114,32,English,White,Male,Actual,Maximize,4,Order2,,5,,6,6,5,4,4,5,5,5,4,4,5,4,4,6,3,5,5,6,3,6,4.95
114,32,English,White,Male,Actual,Maximize,6,Order2,,5,,6,6,5,4,4,5,5,5,4,4,5,4,4,6,3,5,5,6,3,6,4.95
114,32,English,White,Male,Actual,Maximize,12,Order2,,5,,6,6,5,4,4,5,5,5,4,4,5,4,4,6,3,5,5,6,3,6,4.95
114,32,English,White,Male,Actual,Control,5,Order2,,5,,6,6,5,4,4,5,5,5,4,4,5,4,4,6,3,5,5,6,3,6,4.95
114,32,English,White,Male,Actual,Maximize,7,Order2,,5,,6,6,5,4,4,5,5,5,4,4,5,4,4,6,3,5,5,6,3,6,4.95
114,32,English,White,Male,Actual,Maximize,15,Order2,,5,,6,6,5,4,4,5,5,5,4,4,5,4,4,6,3,5,5,6,3,6,4.95
114,32,English,White,Male,Actual,Maximize,2,Order2,,5,,6,6,5,4,4,5,5,5,4,4,5,4,4,6,3,5,5,6,3,6,4.95
114,32,English,White,Male,Actual,Control,18,Order2,,3,,6,6,5,4,4,5,5,5,4,4,5,4,4,6,3,5,5,6,3,6,4.95
114,32,English,White,Male,Actual,Control,13,Order2,,5,,6,6,5,4,4,5,5,5,4,4,5,4,4,6,3,5,5,6,3,6,4.95
114,32,English,White,Male,Actual,Control,10,Order2,,5,,6,6,5,4,4,5,5,5,4,4,5,4,4,6,3,5,5,6,3,6,4.95
114,32,English,White,Male,Actual,Control,8,Order2,,5,,6,6,5,4,4,5,5,5,4,4,5,4,4,6,3,5,5,6,3,6,4.95
114,32,English,White,Male,Actual,Control,14,Order2,,5,,6,6,5,4,4,5,5,5,4,4,5,4,4,6,3,5,5,6,3,6,4.95
114,32,English,White,Male,Actual,Maximize,1,Order2,,5,,6,6,5,4,4,5,5,5,4,4,5,4,4,6,3,5,5,6,3,6,4.95
114,32,English,White,Male,Actual,Control,16,Order2,,5,,6,6,5,4,4,5,5,5,4,4,5,4,4,6,3,5,5,6,3,6,4.95
114,32,English,White,Male,Actual,Control,17,Order2,,5,,6,6,5,4,4,5,5,5,4,4,5,4,4,6,3,5,5,6,3,6,4.95
114,32,English,White,Male,Actual,Control,3,Order2,,5,,6,6,5,4,4,5,5,5,4,4,5,4,4,6,3,5,5,6,3,6,4.95
114,32,English,White,Male,Actual,Maximize,9,Order2,,4,,6,6,5,4,4,5,5,5,4,4,5,4,4,6,3,5,5,6,3,6,4.95
115,32,English,White,Female,Actual,Control,11,Order2,,4,,5,4,3,4,2,5,4,3,5,3,3,3,5,3,4,5,3,3,5,3,3.45
115,32,English,White,Female,Actual,Maximize,4,Order2,,5,,5,4,3,4,2,5,4,3,5,3,3,3,5,3,4,5,3,3,5,3,3.45
115,32,English,White,Female,Actual,Maximize,6,Order2,,6,,5,4,3,4,2,5,4,3,5,3,3,3,5,3,4,5,3,3,5,3,3.45
115,32,English,White,Female,Actual,Maximize,12,Order2,,5,,5,4,3,4,2,5,4,3,5,3,3,3,5,3,4,5,3,3,5,3,3.45
115,32,English,White,Female,Actual,Control,5,Order2,,5,,5,4,3,4,2,5,4,3,5,3,3,3,5,3,4,5,3,3,5,3,3.45
115,32,English,White,Female,Actual,Maximize,7,Order2,,5,,5,4,3,4,2,5,4,3,5,3,3,3,5,3,4,5,3,3,5,3,3.45
115,32,English,White,Female,Actual,Maximize,15,Order2,,4,,5,4,3,4,2,5,4,3,5,3,3,3,5,3,4,5,3,3,5,3,3.45
115,32,English,White,Female,Actual,Maximize,2,Order2,,5,,5,4,3,4,2,5,4,3,5,3,3,3,5,3,4,5,3,3,5,3,3.45
115,32,English,White,Female,Actual,Control,18,Order2,,3,,5,4,3,4,2,5,4,3,5,3,3,3,5,3,4,5,3,3,5,3,3.45
115,32,English,White,Female,Actual,Control,13,Order2,,5,,5,4,3,4,2,5,4,3,5,3,3,3,5,3,4,5,3,3,5,3,3.45
115,32,English,White,Female,Actual,Control,10,Order2,,4,,5,4,3,4,2,5,4,3,5,3,3,3,5,3,4,5,3,3,5,3,3.45
115,32,English,White,Female,Actual,Control,8,Order2,,5,,5,4,3,4,2,5,4,3,5,3,3,3,5,3,4,5,3,3,5,3,3.45
115,32,English,White,Female,Actual,Control,14,Order2,,4,,5,4,3,4,2,5,4,3,5,3,3,3,5,3,4,5,3,3,5,3,3.45
115,32,English,White,Female,Actual,Maximize,1,Order2,,6,,5,4,3,4,2,5,4,3,5,3,3,3,5,3,4,5,3,3,5,3,3.45
115,32,English,White,Female,Actual,Control,16,Order2,,4,,5,4,3,4,2,5,4,3,5,3,3,3,5,3,4,5,3,3,5,3,3.45
115,32,English,White,Female,Actual,Control,17,Order2,,4,,5,4,3,4,2,5,4,3,5,3,3,3,5,3,4,5,3,3,5,3,3.45
115,32,English,White,Female,Actual,Control,3,Order2,,5,,5,4,3,4,2,5,4,3,5,3,3,3,5,3,4,5,3,3,5,3,3.45
115,32,English,White,Female,Actual,Maximize,9,Order2,,3,,5,4,3,4,2,5,4,3,5,3,3,3,5,3,4,5,3,3,5,3,3.45
116,33,English,White,Female,Actual,Control,11,Order2,,5,,6,4,4,2,3,5,4,3,4,4,3,4,5,5,2,4,5,4,5,5,4.25
116,34,English,White,Female,Actual,Maximize,4,Order2,,4,,6,4,4,2,3,5,4,3,4,4,3,4,5,5,2,4,5,4,5,5,4.25
116,35,English,White,Female,Actual,Maximize,6,Order2,,5,,6,4,4,2,3,5,4,3,4,4,3,4,5,5,2,4,5,4,5,5,4.25
116,36,English,White,Female,Actual,Maximize,12,Order2,,6,,6,4,4,2,3,5,4,3,4,4,3,4,5,5,2,4,5,4,5,5,4.25
116,37,English,White,Female,Actual,Control,5,Order2,,5,,6,4,4,2,3,5,4,3,4,4,3,4,5,5,2,4,5,4,5,5,4.25
116,38,English,White,Female,Actual,Maximize,7,Order2,,4,,6,4,4,2,3,5,4,3,4,4,3,4,5,5,2,4,5,4,5,5,4.25
116,39,English,White,Female,Actual,Maximize,15,Order2,,5,,6,4,4,2,3,5,4,3,4,4,3,4,5,5,2,4,5,4,5,5,4.25
116,40,English,White,Female,Actual,Maximize,2,Order2,,3,,6,4,4,2,3,5,4,3,4,4,3,4,5,5,2,4,5,4,5,5,4.25
116,41,English,White,Female,Actual,Control,18,Order2,,6,,6,4,4,2,3,5,4,3,4,4,3,4,5,5,2,4,5,4,5,5,4.25
116,42,English,White,Female,Actual,Control,13,Order2,,4,,6,4,4,2,3,5,4,3,4,4,3,4,5,5,2,4,5,4,5,5,4.25
116,43,English,White,Female,Actual,Control,10,Order2,,5,,6,4,4,2,3,5,4,3,4,4,3,4,5,5,2,4,5,4,5,5,4.25
116,44,English,White,Female,Actual,Control,8,Order2,,6,,6,4,4,2,3,5,4,3,4,4,3,4,5,5,2,4,5,4,5,5,4.25
116,45,English,White,Female,Actual,Control,14,Order2,,4,,6,4,4,2,3,5,4,3,4,4,3,4,5,5,2,4,5,4,5,5,4.25
116,46,English,White,Female,Actual,Maximize,1,Order2,,5,,6,4,4,2,3,5,4,3,4,4,3,4,5,5,2,4,5,4,5,5,4.25
116,47,English,White,Female,Actual,Control,16,Order2,,4,,6,4,4,2,3,5,4,3,4,4,3,4,5,5,2,4,5,4,5,5,4.25
116,48,English,White,Female,Actual,Control,17,Order2,,6,,6,4,4,2,3,5,4,3,4,4,3,4,5,5,2,4,5,4,5,5,4.25
116,49,English,White,Female,Actual,Control,3,Order2,,4,,6,4,4,2,3,5,4,3,4,4,3,4,5,5,2,4,5,4,5,5,4.25
116,50,English,White,Female,Actual,Maximize,9,Order2,,5,,6,4,4,2,3,5,4,3,4,4,3,4,5,5,2,4,5,4,5,5,4.25
117,42,English,Native,Male,Actual,Control,11,Order2,,5,,6,6,5,3,5,4,6,5,5,5,6,6,2,5,2,6,6,5,4,5,5.25
117,42,English,Native,Male,Actual,Maximize,4,Order2,,6,,6,6,5,3,5,4,6,5,5,5,6,6,2,5,2,6,6,5,4,5,5.25
117,42,English,Native,Male,Actual,Maximize,6,Order2,,7,,6,6,5,3,5,4,6,5,5,5,6,6,2,5,2,6,6,5,4,5,5.25
117,42,English,Native,Male,Actual,Maximize,12,Order2,,4,,6,6,5,3,5,4,6,5,5,5,6,6,2,5,2,6,6,5,4,5,5.25
117,42,English,Native,Male,Actual,Control,5,Order2,,5,,6,6,5,3,5,4,6,5,5,5,6,6,2,5,2,6,6,5,4,5,5.25
117,42,English,Native,Male,Actual,Maximize,7,Order2,,4,,6,6,5,3,5,4,6,5,5,5,6,6,2,5,2,6,6,5,4,5,5.25
117,42,English,Native,Male,Actual,Maximize,15,Order2,,4,,6,6,5,3,5,4,6,5,5,5,6,6,2,5,2,6,6,5,4,5,5.25
117,42,English,Native,Male,Actual,Maximize,2,Order2,,3,,6,6,5,3,5,4,6,5,5,5,6,6,2,5,2,6,6,5,4,5,5.25
117,42,English,Native,Male,Actual,Control,18,Order2,,5,,6,6,5,3,5,4,6,5,5,5,6,6,2,5,2,6,6,5,4,5,5.25
117,42,English,Native,Male,Actual,Control,13,Order2,,5,,6,6,5,3,5,4,6,5,5,5,6,6,2,5,2,6,6,5,4,5,5.25
117,42,English,Native,Male,Actual,Control,10,Order2,,4,,6,6,5,3,5,4,6,5,5,5,6,6,2,5,2,6,6,5,4,5,5.25
117,42,English,Native,Male,Actual,Control,8,Order2,,4,,6,6,5,3,5,4,6,5,5,5,6,6,2,5,2,6,6,5,4,5,5.25
117,42,English,Native,Male,Actual,Control,14,Order2,,4,,6,6,5,3,5,4,6,5,5,5,6,6,2,5,2,6,6,5,4,5,5.25
117,42,English,Native,Male,Actual,Maximize,1,Order2,,5,,6,6,5,3,5,4,6,5,5,5,6,6,2,5,2,6,6,5,4,5,5.25
117,42,English,Native,Male,Actual,Control,16,Order2,,3,,6,6,5,3,5,4,6,5,5,5,6,6,2,5,2,6,6,5,4,5,5.25
117,42,English,Native,Male,Actual,Control,17,Order2,,4,,6,6,5,3,5,4,6,5,5,5,6,6,2,5,2,6,6,5,4,5,5.25
117,42,English,Native,Male,Actual,Control,3,Order2,,5,,6,6,5,3,5,4,6,5,5,5,6,6,2,5,2,6,6,5,4,5,5.25
117,42,English,Native,Male,Actual,Maximize,9,Order2,,4,,6,6,5,3,5,4,6,5,5,5,6,6,2,5,2,6,6,5,4,5,5.25
118,23,English,Hispanic,Male,Actual,Control,11,Order2,,5,,2,2,2,2,3,3,3,4,3,3,4,3,3,3,3,4,3,4,4,4,3.6
118,23,English,Hispanic,Male,Actual,Maximize,4,Order2,,5,,2,2,2,2,3,3,3,4,3,3,4,3,3,3,3,4,3,4,4,4,3.6
118,23,English,Hispanic,Male,Actual,Maximize,6,Order2,,6,,2,2,2,2,3,3,3,4,3,3,4,3,3,3,3,4,3,4,4,4,3.6
118,23,English,Hispanic,Male,Actual,Maximize,12,Order2,,3,,2,2,2,2,3,3,3,4,3,3,4,3,3,3,3,4,3,4,4,4,3.6
118,23,English,Hispanic,Male,Actual,Control,5,Order2,,5,,2,2,2,2,3,3,3,4,3,3,4,3,3,3,3,4,3,4,4,4,3.6
118,23,English,Hispanic,Male,Actual,Maximize,7,Order2,,5,,2,2,2,2,3,3,3,4,3,3,4,3,3,3,3,4,3,4,4,4,3.6
118,23,English,Hispanic,Male,Actual,Maximize,15,Order2,,4,,2,2,2,2,3,3,3,4,3,3,4,3,3,3,3,4,3,4,4,4,3.6
118,23,English,Hispanic,Male,Actual,Maximize,2,Order2,,6,,2,2,2,2,3,3,3,4,3,3,4,3,3,3,3,4,3,4,4,4,3.6
118,23,English,Hispanic,Male,Actual,Control,18,Order2,,4,,2,2,2,2,3,3,3,4,3,3,4,3,3,3,3,4,3,4,4,4,3.6
118,23,English,Hispanic,Male,Actual,Control,13,Order2,,4,,2,2,2,2,3,3,3,4,3,3,4,3,3,3,3,4,3,4,4,4,3.6
118,23,English,Hispanic,Male,Actual,Control,10,Order2,,5,,2,2,2,2,3,3,3,4,3,3,4,3,3,3,3,4,3,4,4,4,3.6
118,23,English,Hispanic,Male,Actual,Control,8,Order2,,4,,2,2,2,2,3,3,3,4,3,3,4,3,3,3,3,4,3,4,4,4,3.6
118,23,English,Hispanic,Male,Actual,Control,14,Order2,,5,,2,2,2,2,3,3,3,4,3,3,4,3,3,3,3,4,3,4,4,4,3.6
118,23,English,Hispanic,Male,Actual,Maximize,1,Order2,,5,,2,2,2,2,3,3,3,4,3,3,4,3,3,3,3,4,3,4,4,4,3.6
118,23,English,Hispanic,Male,Actual,Control,16,Order2,,6,,2,2,2,2,3,3,3,4,3,3,4,3,3,3,3,4,3,4,4,4,3.6
118,23,English,Hispanic,Male,Actual,Control,17,Order2,,3,,2,2,2,2,3,3,3,4,3,3,4,3,3,3,3,4,3,4,4,4,3.6
118,23,English,Hispanic,Male,Actual,Control,3,Order2,,5,,2,2,2,2,3,3,3,4,3,3,4,3,3,3,3,4,3,4,4,4,3.6
118,23,English,Hispanic,Male,Actual,Maximize,9,Order2,,4,,2,2,2,2,3,3,3,4,3,3,4,3,3,3,3,4,3,4,4,4,3.6
119,26,English,White,Female,Actual,Control,11,Order2,,2,,6,6,6,2,5,6,6,6,2,6,6,6,2,6,2,6,6,6,2,6,5.95
119,26,English,White,Female,Actual,Maximize,4,Order2,,5,,6,6,6,2,5,6,6,6,2,6,6,6,2,6,2,6,6,6,2,6,5.95
119,26,English,White,Female,Actual,Maximize,6,Order2,,6,,6,6,6,2,5,6,6,6,2,6,6,6,2,6,2,6,6,6,2,6,5.95
119,26,English,White,Female,Actual,Maximize,12,Order2,,1,,6,6,6,2,5,6,6,6,2,6,6,6,2,6,2,6,6,6,2,6,5.95
119,26,English,White,Female,Actual,Control,5,Order2,,5,,6,6,6,2,5,6,6,6,2,6,6,6,2,6,2,6,6,6,2,6,5.95
119,26,English,White,Female,Actual,Maximize,7,Order2,,2,,6,6,6,2,5,6,6,6,2,6,6,6,2,6,2,6,6,6,2,6,5.95
119,26,English,White,Female,Actual,Maximize,15,Order2,,3,,6,6,6,2,5,6,6,6,2,6,6,6,2,6,2,6,6,6,2,6,5.95
119,26,English,White,Female,Actual,Maximize,2,Order2,,1,,6,6,6,2,5,6,6,6,2,6,6,6,2,6,2,6,6,6,2,6,5.95
119,26,English,White,Female,Actual,Control,18,Order2,,1,,6,6,6,2,5,6,6,6,2,6,6,6,2,6,2,6,6,6,2,6,5.95
119,26,English,White,Female,Actual,Control,13,Order2,,5,,6,6,6,2,5,6,6,6,2,6,6,6,2,6,2,6,6,6,2,6,5.95
119,26,English,White,Female,Actual,Control,10,Order2,,2,,6,6,6,2,5,6,6,6,2,6,6,6,2,6,2,6,6,6,2,6,5.95
119,26,English,White,Female,Actual,Control,8,Order2,,3,,6,6,6,2,5,6,6,6,2,6,6,6,2,6,2,6,6,6,2,6,5.95
119,26,English,White,Female,Actual,Control,14,Order2,,4,,6,6,6,2,5,6,6,6,2,6,6,6,2,6,2,6,6,6,2,6,5.95
119,26,English,White,Female,Actual,Maximize,1,Order2,,5,,6,6,6,2,5,6,6,6,2,6,6,6,2,6,2,6,6,6,2,6,5.95
119,26,English,White,Female,Actual,Control,16,Order2,,3,,6,6,6,2,5,6,6,6,2,6,6,6,2,6,2,6,6,6,2,6,5.95
119,26,English,White,Female,Actual,Control,17,Order2,,5,,6,6,6,2,5,6,6,6,2,6,6,6,2,6,2,6,6,6,2,6,5.95
119,26,English,White,Female,Actual,Control,3,Order2,,3,,6,6,6,2,5,6,6,6,2,6,6,6,2,6,2,6,6,6,2,6,5.95
119,26,English,White,Female,Actual,Maximize,9,Order2,,2,,6,6,6,2,5,6,6,6,2,6,6,6,2,6,2,6,6,6,2,6,5.95
120,27,English,White,Male,Actual,Control,11,Order2,,4,,3,4,4,3,3,3,3,4,3,3,2,3,3,4,3,3,4,4,2,2,3.75
120,27,English,White,Male,Actual,Maximize,4,Order2,,3,,3,4,4,3,3,3,3,4,3,3,2,3,3,4,3,3,4,4,2,2,3.75
120,27,English,White,Male,Actual,Maximize,6,Order2,,5,,3,4,4,3,3,3,3,4,3,3,2,3,3,4,3,3,4,4,2,2,3.75
120,27,English,White,Male,Actual,Maximize,12,Order2,,4,,3,4,4,3,3,3,3,4,3,3,2,3,3,4,3,3,4,4,2,2,3.75
120,27,English,White,Male,Actual,Control,5,Order2,,3,,3,4,4,3,3,3,3,4,3,3,2,3,3,4,3,3,4,4,2,2,3.75
